Comunidades y ciudades autónomas de residencia,Sexo,Medio empleado,Total
Ceuta,Hombres,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
Ceuta,Hombres,X78. Lesión autoinfligida intencionalmente por objeto cortante,0.0
Ceuta,Hombres,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
Ceuta,Hombres,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,0.0
Ceuta,Hombres,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,0.0
Ceuta,Hombres,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
Ceuta,Hombres,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
Ceuta,Hombres,X84. Lesión autoinfligida intencionalmente por medios no especificados,0.0
Ceuta,Mujeres,Total,1.0
Ceuta,Mujeres,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
Ceuta,Mujeres,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",0.0
Ceuta,Mujeres,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
Ceuta,Mujeres,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
Ceuta,Mujeres,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",0.0
Ceuta,Mujeres,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
Ceuta,Mujeres,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
Ceuta,Mujeres,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,0.0
Ceuta,Mujeres,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
Ceuta,Mujeres,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",0.0
Ceuta,Mujeres,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",1.0
Ceuta,Mujeres,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,0.0
Ceuta,Mujeres,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,0.0
Ceuta,Mujeres,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",0.0
Ceuta,Mujeres,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",0.0
Ceuta,Mujeres,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
Ceuta,Mujeres,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",0.0
Ceuta,Mujeres,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
Ceuta,Mujeres,X78. Lesión autoinfligida intencionalmente por objeto cortante,0.0
Ceuta,Mujeres,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
Ceuta,Mujeres,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,0.0
Ceuta,Mujeres,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,0.0
Ceuta,Mujeres,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
Ceuta,Mujeres,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
Ceuta,Mujeres,X84. Lesión autoinfligida intencionalmente por medios no especificados,0.0
Melilla,Ambos sexos,Total,1.0
Melilla,Ambos sexos,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
Melilla,Ambos sexos,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",0.0
Melilla,Ambos sexos,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
Melilla,Ambos sexos,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
Melilla,Ambos sexos,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",0.0
Melilla,Ambos sexos,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
Melilla,Ambos sexos,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
Melilla,Ambos sexos,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,0.0
Melilla,Ambos sexos,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
Melilla,Ambos sexos,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",0.0
Melilla,Ambos sexos,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",1.0
Melilla,Ambos sexos,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,0.0
Melilla,Ambos sexos,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,0.0
Melilla,Ambos sexos,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",0.0
Melilla,Ambos sexos,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",0.0
Melilla,Ambos sexos,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
Melilla,Ambos sexos,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",0.0
Melilla,Ambos sexos,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
Melilla,Ambos sexos,X78. Lesión autoinfligida intencionalmente por objeto cortante,0.0
Melilla,Ambos sexos,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
Melilla,Ambos sexos,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,0.0
Melilla,Ambos sexos,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,0.0
Melilla,Ambos sexos,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
Melilla,Ambos sexos,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
Melilla,Ambos sexos,X84. Lesión autoinfligida intencionalmente por medios no especificados,0.0
Melilla,Hombres,Total,1.0
Melilla,Hombres,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
Melilla,Hombres,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",0.0
Melilla,Hombres,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
Melilla,Hombres,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
Melilla,Hombres,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",0.0
Melilla,Hombres,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
Melilla,Hombres,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
Melilla,Hombres,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,0.0
Melilla,Hombres,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
Melilla,Hombres,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",0.0
Melilla,Hombres,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",1.0
Melilla,Hombres,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,0.0
Melilla,Hombres,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,0.0
Melilla,Hombres,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",0.0
Melilla,Hombres,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",0.0
Melilla,Hombres,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
Melilla,Hombres,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",0.0
Melilla,Hombres,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
Melilla,Hombres,X78. Lesión autoinfligida intencionalmente por objeto cortante,0.0
Melilla,Hombres,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
Melilla,Hombres,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,0.0
Melilla,Hombres,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,0.0
Melilla,Hombres,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
Melilla,Hombres,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
Melilla,Hombres,X84. Lesión autoinfligida intencionalmente por medios no especificados,0.0
Melilla,Mujeres,Total,0.0
Melilla,Mujeres,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
Melilla,Mujeres,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",0.0
Melilla,Mujeres,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
Melilla,Mujeres,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
Melilla,Mujeres,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",0.0
Melilla,Mujeres,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
Melilla,Mujeres,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
Melilla,Mujeres,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,0.0
Melilla,Mujeres,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
Melilla,Mujeres,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",0.0
Melilla,Mujeres,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",0.0
Melilla,Mujeres,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,0.0
Melilla,Mujeres,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,0.0
Melilla,Mujeres,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",0.0
Melilla,Mujeres,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",0.0
Melilla,Mujeres,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
Melilla,Mujeres,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",0.0
Melilla,Mujeres,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
Melilla,Mujeres,X78. Lesión autoinfligida intencionalmente por objeto cortante,0.0
Melilla,Mujeres,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
Melilla,Mujeres,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,0.0
Melilla,Mujeres,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,0.0
Melilla,Mujeres,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
Melilla,Mujeres,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
Melilla,Mujeres,X84. Lesión autoinfligida intencionalmente por medios no especificados,0.0
Extranjero,Ambos sexos,Total,44.0
Extranjero,Ambos sexos,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
Extranjero,Ambos sexos,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",0.0
Extranjero,Ambos sexos,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",2.0
Extranjero,Ambos sexos,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
Extranjero,Ambos sexos,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",1.0
Extranjero,Ambos sexos,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
Extranjero,Ambos sexos,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
Extranjero,Ambos sexos,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,0.0
Extranjero,Ambos sexos,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
Extranjero,Ambos sexos,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",0.0
Extranjero,Ambos sexos,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",19.0
Extranjero,Ambos sexos,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,1.0
Extranjero,Ambos sexos,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,1.0
Extranjero,Ambos sexos,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",0.0
Extranjero,Ambos sexos,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",0.0
Extranjero,Ambos sexos,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
Extranjero,Ambos sexos,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",0.0
Extranjero,Ambos sexos,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
Extranjero,Ambos sexos,X78. Lesión autoinfligida intencionalmente por objeto cortante,4.0
Extranjero,Ambos sexos,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
